age,obl
97400,0.4127972
97300,0.4125394
97200,0.41227959999999997
97100,0.4120178
97000,0.411754
96900,0.4114882
96800,0.41122040000000004
96700,0.410951
96600,0.4106798
96500,0.4104068
96400,0.410133
96300,0.40985720000000003
96200,0.40957980000000005
96100,0.40930140000000004
96000,0.409022
95900,0.4087416
95800,0.4084602
95700,0.4081774
95600,0.4078934
95500,0.4076086
95400,0.4073226
95300,0.4070362
95200,0.40674920000000003
95100,0.40646140000000003
95000,0.4061724
94900,0.4058834
94800,0.405594
94700,0.405304
94600,0.405014
94500,0.40472359999999996
94400,0.4044326
94300,0.404142
94200,0.4038516
94100,0.403561
94000,0.403271
93900,0.4029814
93800,0.4026924
93700,0.4024034
93600,0.4021152
93500,0.4018282
93400,0.4015412
93300,0.401255
93200,0.4009704
93100,0.4006868
93000,0.4004038
92900,0.40012159999999997
92800,0.3998414
92700,0.3995628
92600,0.3992852
92500,0.3990086
92400,0.3987334
92300,0.3984602
92200,0.398189
92100,0.39791940000000003
92000,0.3976512
91900,0.397385
91800,0.3971208
91700,0.3968586
91600,0.39659880000000003
91500,0.3963412
91400,0.3960854
91300,0.3958326
91200,0.3955824
91100,0.39533419999999997
91000,0.39508879999999996
90900,0.3948466
90800,0.3946068
90700,0.39437
90600,0.3941362
90500,0.3939054
90400,0.3936776
90300,0.3934532
90200,0.3932324
90100,0.3930146
90000,0.3928002
89900,0.3925898
89800,0.392383
89700,0.3921792
89600,0.3919792
89500,0.3917834
89400,0.391591
89300,0.3914026
89200,0.3912178
89100,0.3910368
89000,0.39086
88900,0.390687
88800,0.3905182
88700,0.3903532
88600,0.3901928
88500,0.3900364
88400,0.3898844
88300,0.389737
88200,0.389594
88100,0.389456
88000,0.3893226
87900,0.38919319999999996
87800,0.3890686
87700,0.3889492
87600,0.38883419999999996
87500,0.38872419999999996
87400,0.3886192
87300,0.3885188
87200,0.3884232
87100,0.3883332
87000,0.3882478
86900,0.3881672
86800,0.3880918
86700,0.3880212
86600,0.38795620000000003
86500,0.3878962
86400,0.3878412
86300,0.3877912
86200,0.3877462
86100,0.3877066
86000,0.3876722
85900,0.3876426
85800,0.3876186
85700,0.3875996
85600,0.3875856
85500,0.387577
85400,0.38757359999999996
85300,0.3875754
85200,0.387583
85100,0.3875954
85000,0.3876134
84900,0.3876364
84800,0.3876648
84700,0.38769879999999995
84600,0.3877378
84500,0.3877822
84400,0.3878322
84300,0.3878872
84200,0.3879472
84100,0.38801220000000003
84000,0.3880826
83900,0.3881586
83800,0.3882396
83700,0.3883256
83600,0.3884166
83500,0.3885126
83400,0.3886136
83300,0.3887196
83200,0.3888302
83100,0.3889456
83000,0.3890662
82900,0.3891912
82800,0.3893212
82700,0.38945620000000003
82600,0.3895958
82500,0.3897398
82400,0.3898888
82300,0.3900424
82200,0.3902004
82100,0.3903634
82000,0.390531
81900,0.3907026
81800,0.3908786
81700,0.3910592
81600,0.3912442
81500,0.3914334
81400,0.3916264
81300,0.391824
81200,0.39202560000000003
81100,0.3922312
81000,0.39244039999999997
80900,0.3926534
80800,0.3928706
80700,0.39309120000000003
80600,0.3933154
80500,0.393543
80400,0.3937742
80300,0.3940088
80200,0.39424699999999996
80100,0.3944882
80000,0.3947324
79900,0.3949796
79800,0.39523020000000003
79700,0.395484
79600,0.3957402
79500,0.3959994
79400,0.3962616
79300,0.3965264
79200,0.39679359999999997
79100,0.3970638
79000,0.3973366
78900,0.3976118
78800,0.3978896
78700,0.3981694
78600,0.3984516
78500,0.398736
78400,0.3990222
78300,0.3993106
78200,0.39960080000000003
78100,0.3998932
78000,0.4001866
77900,0.4004814
77800,0.4007782
77700,0.4010766
77600,0.401376
77500,0.4016768
77400,0.4019788
77300,0.4022816
77200,0.4025856
77100,0.4028904
77000,0.4031964
76900,0.4035028
76800,0.4038098
76700,0.4041172
76600,0.4044256
76500,0.4047346
76400,0.405044
76300,0.4053536
76200,0.405663
76100,0.40597300000000003
76000,0.406283
75900,0.40659300000000004
75800,0.406903
75700,0.407213
75600,0.407523
75500,0.4078326
75400,0.4081416
75300,0.4084502
75200,0.4087582
75100,0.4090658
75000,0.40937239999999997
74900,0.4096784
74800,0.4099836
74700,0.4102876
74600,0.4105912
74500,0.4108934
74400,0.411194
74300,0.4114936
74200,0.4117918
74100,0.4120884
74000,0.4123836
73900,0.4126772
73800,0.41296940000000004
73700,0.4132596
73600,0.4135482
73500,0.4138354
73400,0.4141206
73300,0.41440380000000004
73200,0.414685
73100,0.4149642
73000,0.4152414
72900,0.4155166
72800,0.41578980000000004
72700,0.4160606
72600,0.4163288
72500,0.4165946
72400,0.4168582
72300,0.4171196
72200,0.4173778
72100,0.4176336
72000,0.4178864
71900,0.4181362
71800,0.4183834
71700,0.4186278
71600,0.418869
71500,0.4191074
71400,0.4193426
71300,0.419575
71200,0.4198038
71100,0.4200296
71000,0.42025199999999996
70900,0.4204708
70800,0.4206866
70700,0.4208994
70600,0.4211088
70500,0.4213142
70400,0.421516
70300,0.4217148
70200,0.4219098
70100,0.422101
70000,0.422289
69900,0.4224728
69800,0.4226536
69700,0.4228306
69600,0.4230034
69500,0.4231724
69400,0.42333719999999997
69300,0.4234986
69200,0.42365600000000003
69100,0.4238094
69000,0.4239588
68900,0.4241042
68800,0.4242452
68700,0.424382
68600,0.424515
68500,0.4246438
68400,0.4247688
68300,0.4248888
68200,0.42500459999999995
68100,0.4251166
68000,0.425224
67900,0.4253274
67800,0.4254264
67700,0.4255208
67600,0.4256112
67500,0.4256972
67400,0.425779
67300,0.4258566
67200,0.4259294
67100,0.4259984
67000,0.42606279999999996
66900,0.4261232
66800,0.4261796
66700,0.4262316
66600,0.4262786
66500,0.426321
66400,0.4263594
66300,0.4263938
66200,0.42642379999999996
66100,0.4264488
66000,0.4264692
65900,0.4264852
65800,0.426497
65700,0.4265046
65600,0.426507
65500,0.42650540000000003
65400,0.42649980000000004
65300,0.42648980000000003
65200,0.4264752
65100,0.4264562
65000,0.4264326
64900,0.426405
64800,0.4263734
64700,0.4263374
64600,0.4262972
64500,0.4262532
64400,0.42620420000000003
64300,0.426151
64200,0.426094
64100,0.4260328
64000,0.4259678
63900,0.4258982
63800,0.4258246
63700,0.425747
63600,0.4256654
63500,0.4255798
63400,0.4254902
63300,0.4253966
63200,0.4252986
63100,0.4251968
63000,0.42509179999999996
62900,0.4249822
62800,0.4248686
62700,0.4247514
62600,0.42463080000000003
62500,0.4245062
62400,0.424378
62300,0.424246
62200,0.4241102
62100,0.4239712
62000,0.423828
61900,0.4236818
61800,0.4235322
61700,0.423379
61600,0.4232228
61500,0.42306320000000003
61400,0.4229
61300,0.4227334
61200,0.4225636
61100,0.42239099999999996
61000,0.4222152
60900,0.42203660000000004
60800,0.4218544
60700,0.4216692
60600,0.4214814
60500,0.4212908
60400,0.4210966
60300,0.4208998
60200,0.42070060000000004
60100,0.4204984
60000,0.4202936
59900,0.420086
59800,0.4198756
59700,0.419663
59600,0.4194472
59500,0.41922940000000003
59400,0.41900960000000004
59300,0.4187874
59200,0.4185626
59100,0.4183358
59000,0.4181066
58900,0.4178752
58800,0.417642
58700,0.4174066
58600,0.4171698
58500,0.416931
58400,0.4166902
58300,0.41644739999999997
58200,0.416203
58100,0.41595719999999997
58000,0.4157094
57900,0.41546
57800,0.4152096
57700,0.4149574
57600,0.4147034
57500,0.4144486
57400,0.4141922
57300,0.4139348
57200,0.413676
57100,0.413416
57000,0.4131552
56900,0.4128928
56800,0.4126294
56700,0.4123654
56600,0.4121006
56500,0.4118346
56400,0.4115686
56300,0.4113018
56200,0.4110338
56100,0.4107658
56000,0.4104974
55900,0.4102284
55800,0.409959
55700,0.40968940000000004
55600,0.40942
55500,0.40915
55400,0.40888
55300,0.40861000000000003
55200,0.40834
55100,0.40807
55000,0.4078
54900,0.40753
54800,0.4072604
54700,0.4069914
54600,0.40672240000000004
54500,0.40645380000000003
54400,0.40618580000000004
54300,0.4059182
54200,0.4056512
54100,0.4053846
54000,0.4051186
53900,0.404853
53800,0.40458879999999997
53700,0.4043258
53600,0.4040628
53500,0.4038006
53400,0.40354
53300,0.40328040000000004
53200,0.4030222
53100,0.4027652
53000,0.402509
52900,0.4022544
52800,0.4020012
52700,0.4017496
52600,0.401499
52500,0.4012498
52400,0.4010026
52300,0.4007574
52200,0.4005138
52100,0.4002716
52000,0.400031
51900,0.3997922
51800,0.399556
51700,0.3993214
51600,0.3990882
51500,0.39885740000000003
51400,0.3986292
51300,0.3984026
51200,0.39817779999999997
51100,0.3979556
51000,0.3977354
50900,0.3975176
50800,0.3973024
50700,0.39708920000000003
50600,0.3968784
50500,0.39667020000000003
50400,0.3964644
50300,0.39626120000000004
50200,0.3960604
50100,0.3958626
50000,0.3956674
49900,0.395475
49800,0.3952858
49700,0.39509900000000003
49600,0.3949148
49500,0.3947334
49400,0.3945556
49300,0.3943804
49200,0.394208
49100,0.3940392
49000,0.3938734
48900,0.3937106
48800,0.3935508
48700,0.393394
48600,0.39324020000000004
48500,0.3930898
48400,0.392943
48300,0.3927992
48200,0.3926584
48100,0.392521
48000,0.39238680000000004
47900,0.3922558
47800,0.3921286
47700,0.3920046
47600,0.3918844
47500,0.39176700000000003
47400,0.3916532
47300,0.39154279999999997
47200,0.3914364
47100,0.3913336
47000,0.39123379999999996
46900,0.3911374
46800,0.391045
46700,0.3909562
46600,0.39087079999999996
46500,0.39078939999999995
46400,0.3907116
46300,0.3906372
46200,0.3905668
46100,0.3905
46000,0.3904366
45900,0.39037720000000004
45800,0.3903218
45700,0.39027
45600,0.3902216
45500,0.3901768
45400,0.3901354
45300,0.390098
45200,0.3900646
45100,0.3900348
45000,0.3900084
44900,0.3899856
44800,0.38996620000000004
44700,0.3899508
44600,0.389939
44500,0.38993099999999997
44400,0.3899268
44300,0.38992580000000004
44200,0.389929
44100,0.3899356
44000,0.3899462
43900,0.3899604
43800,0.389978
43700,0.3899996
43600,0.3900248
43500,0.3900534
43400,0.3900856
43300,0.3901212
43200,0.3901608
43100,0.390204
43000,0.3902502
42900,0.3902998
42800,0.39035339999999996
42700,0.3904106
42600,0.3904708
42500,0.3905344
42400,0.3906016
42300,0.3906722
42200,0.3907464
42100,0.3908236
42000,0.39090420000000003
41900,0.3909884
41800,0.3910756
41700,0.3911658
41600,0.39125899999999997
41500,0.3913556
41400,0.3914558
41300,0.391559
41200,0.39166520000000005
41100,0.3917744
41000,0.3918866
40900,0.3920018
40800,0.39211999999999997
40700,0.3922412
40600,0.39236540000000003
40500,0.39249259999999997
40400,0.3926228
40300,0.3927556
40200,0.3928912
40100,0.39303
40000,0.3931712
39900,0.39331540000000004
39800,0.3934622
39700,0.3936114
39600,0.3937632
39500,0.39391740000000003
39400,0.3940746
39300,0.3942344
39200,0.3943962
39100,0.39456040000000003
39000,0.3947272
38900,0.394896
38800,0.3950668
38700,0.39524000000000004
38600,0.3954158
38500,0.3955936
38400,0.3957734
38300,0.3959556
38200,0.39614
38100,0.3963262
38000,0.3965146
37900,0.39670479999999997
37800,0.3968972
37700,0.397091
37600,0.3972868
37500,0.3974846
37400,0.3976844
37300,0.3978858
37200,0.3980886
37100,0.398293
37000,0.3984988
36900,0.3987066
36800,0.398916
36700,0.3991268
36600,0.3993388
36500,0.399552
36400,0.399767
36300,0.39998279999999997
36200,0.4002002
36100,0.4004186
36000,0.400638
35900,0.4008588
35800,0.4010808
35700,0.4013032
35600,0.401527
35500,0.401752
35400,0.4019774
35300,0.4022038
35200,0.4024312
35100,0.4026596
35000,0.4028886
34900,0.403118
34800,0.4033484
34700,0.4035794
34600,0.4038108
34500,0.4040428
34400,0.4042752
34300,0.40450820000000004
34200,0.40474160000000003
34100,0.4049756
34000,0.4052096
33900,0.40544399999999997
33800,0.405679
33700,0.40591360000000004
33600,0.406148
33500,0.406383
33400,0.406618
33300,0.406853
33200,0.407088
33100,0.407323
33000,0.4075576
32900,0.407792
32800,0.4080266
32700,0.4082602
32600,0.4084936
32500,0.4087272
32400,0.4089598
32300,0.4091918
32200,0.4094238
32100,0.4096554
32000,0.409886
31900,0.410116
31800,0.4103456
31700,0.4105746
31600,0.41080320000000003
31500,0.41103080000000003
31400,0.4112574
31300,0.411483
31200,0.411708
31100,0.4119322
31000,0.4121548
30900,0.4123768
30800,0.41259799999999996
30700,0.4128176
30600,0.4130362
30500,0.4132538
30400,0.41347
30300,0.4136846
30200,0.4138982
30100,0.4141104
30000,0.414321
29900,0.4145302
29800,0.4147378
29700,0.41494400000000004
29600,0.41514860000000003
29500,0.4153518
29400,0.415553
29300,0.4157526
29200,0.4159504
29100,0.416146
29000,0.4163406
28900,0.4165334
28800,0.416724
28700,0.4169128
28600,0.4170994
28500,0.4172846
28400,0.4174678
28300,0.4176486
28200,0.4178272
28100,0.41800400000000004
28000,0.4181782
27900,0.41835079999999997
27800,0.4185212
27700,0.4186888
27600,0.4188546
27500,0.4190178
27400,0.4191786
27300,0.4193368
27200,0.419493
27100,0.4196468
27000,0.4197976
26900,0.41994580000000004
26800,0.420092
26700,0.42023540000000004
26600,0.420376
26500,0.4205144
26400,0.4206496
26300,0.4207824
26200,0.4209122
26100,0.4210394
26000,0.4211638
25900,0.42128499999999997
25800,0.4214038
25700,0.4215196
25600,0.42163280000000003
25500,0.42174320000000004
25400,0.4218504
25300,0.4219548
25200,0.422056
25100,0.4221548
25000,0.4222502
24900,0.4223424
24800,0.42243220000000004
24700,0.42251859999999997
24600,0.42260179999999997
24500,0.4226822
24400,0.422759
24300,0.4228328
24200,0.4229032
24100,0.42297
24000,0.4230338
23900,0.4230946
23800,0.423152
23700,0.42320579999999997
23600,0.4232566
23500,0.423304
23400,0.4233478
23300,0.4233886
23200,0.423426
23100,0.4234598
23000,0.4234906
22900,0.423518
22800,0.4235418
22700,0.4235626
22600,0.42358
22500,0.4235938
22400,0.4236042
22300,0.423611
22200,0.4236148
22100,0.42361519999999997
22000,0.4236116
21900,0.4236044
21800,0.4235938
21700,0.4235796
21600,0.4235624
21500,0.4235418
21400,0.42351720000000004
21300,0.423489
21200,0.4234574
21100,0.4234222
21000,0.42338359999999997
20900,0.4233414
20800,0.4232958
20700,0.4232466
20600,0.423194
20500,0.4231378
20400,0.4230782
20300,0.42301500000000003
20200,0.4229484
20100,0.4228782
20000,0.42280460000000003
19900,0.4227274
19800,0.4226468
19700,0.4225626
19600,0.4224754
19500,0.4223848
19400,0.4222902
19300,0.422192
19200,0.4220908
19100,0.4219866
19000,0.421879
18900,0.4217678
18800,0.4216532
18700,0.4215354
18600,0.4214144
18500,0.4212896
18400,0.421162
18300,0.42103080000000004
18200,0.4208962
18100,0.42075840000000003
18000,0.42061780000000004
17900,0.4204732
17800,0.4203254
17700,0.4201748
17600,0.420021
17500,0.4198644
17400,0.4197042
17300,0.419541
17200,0.4193752
17100,0.4192066
17000,0.4190348
16900,0.4188602
16800,0.4186824
16700,0.4185022
16600,0.418319
16500,0.4181332
16400,0.4179446
16300,0.4177528
16200,0.41755899999999996
16100,0.41736239999999997
16000,0.4171626
15900,0.4169608
15800,0.4167566
15700,0.4165494
15600,0.41633960000000003
15500,0.4161278
15400,0.4159136
15300,0.4156968
15200,0.415478
15100,0.4152568
15000,0.415033
14900,0.4148072
14800,0.4145794
14700,0.4143496
14600,0.4141178
14500,0.41388400000000003
14400,0.4136482
14300,0.4134104
14200,0.413171
14100,0.41292979999999996
14000,0.4126864
13900,0.41244200000000003
13800,0.4121962
13700,0.41194840000000005
13600,0.41169940000000005
13500,0.4114492
13400,0.4111972
13300,0.4109444
13200,0.4106896
13100,0.4104336
13000,0.4101772
12900,0.40991940000000004
12800,0.40966040000000004
12700,0.409401
12600,0.4091402
12500,0.40887819999999997
12400,0.4086158
12300,0.40835279999999996
12200,0.408089
12100,0.4078244
12000,0.40755959999999997
11900,0.4072936
11800,0.4070276
11700,0.4067616
11600,0.4064952
11500,0.4062282
11400,0.4059612
11300,0.4056942
11200,0.4054272
11100,0.4051602
11000,0.4048936
10900,0.4046272
10800,0.404361
10700,0.4040956
10600,0.40383
10500,0.403565
10400,0.4033004
10300,0.4030368
10200,0.40277419999999997
10100,0.4025122
10000,0.4022506
9900,0.40199
9800,0.40173040000000004
9700,0.4014718
9600,0.4012142
9500,0.4009576
9400,0.4007024
9300,0.4004488
9200,0.4001962
9100,0.399945
9000,0.39969540000000003
8900,0.3994472
8800,0.39920100000000003
8700,0.3989568
8600,0.3987142
8500,0.398473
8400,0.3982342
8300,0.3979976
8200,0.39776239999999996
8100,0.3975296
8000,0.3972994
7900,0.3970716
7800,0.396846
7700,0.3966222
7600,0.3964014
7500,0.3961836
7400,0.3959684
7300,0.39575520000000003
7200,0.3955448
7100,0.3953376
7000,0.3951328
6900,0.39493100000000003
6800,0.39473220000000003
6700,0.3945368
6600,0.39434460000000005
6500,0.3941548
6400,0.3939684
6300,0.3937856
6200,0.3936062
6100,0.3934304
6000,0.3932576
5900,0.3930882
5800,0.3929228
5700,0.39276099999999997
5600,0.39260259999999997
5500,0.3924482
5400,0.3922974
5300,0.3921504
5200,0.3920076
5100,0.3918686
5000,0.3917338
4900,0.3916028
4800,0.3914764
4700,0.3913536
4600,0.391235
4500,0.3911212
4400,0.3910112
4300,0.3909058
4200,0.3908044
4100,0.390707
4000,0.390614
3900,0.39052600000000004
3800,0.39044260000000003
3700,0.3903632
3600,0.39028820000000003
3500,0.3902178
3400,0.3901518
3300,0.3900908
3200,0.3900344
3100,0.3899824
3000,0.389935
2900,0.38989199999999996
2800,0.389854
2700,0.389821
2600,0.3897926
2500,0.38976859999999997
2400,0.3897496
2300,0.38973559999999996
2200,0.3897266
2100,0.3897226
2000,0.3897232
1900,0.3897286
1800,0.3897392
1700,0.3897542
1600,0.3897742
1500,0.3897992
1400,0.3898292
1300,0.3898638
1200,0.3899028
1100,0.3899468
1000,0.3899958
900,0.3900494
800,0.3901074
700,0.3901704
600,0.3902384
500,0.39031099999999996
400,0.390388
300,0.3904696
200,0.3905556
100,0.3906466
0,0.3907426
